time,name,slrc_is_old,has_social_law
7.674062490463257,blocksworld_16-1,True,False
-,blocksworld_16-1,False,False
0.9244205951690674,zenotravel_sl_pfile6,True,True
1.590022325515747,zenotravel_sl_pfile6,False,True
43.329904079437256,"grid_(8, 6, 8)",True,False
20.448983430862427,"grid_(8, 6, 8)",False,False
0.7598776817321777,zenotravel_sl_pfile4,True,True
1.227677583694458,zenotravel_sl_pfile4,False,True
1.9266152381896973,zenotravel_sl_pfile9,True,True
3.252324342727661,zenotravel_sl_pfile9,False,True
0.11307239532470703,zenotravel_pfile7,True,False
0.11348867416381836,zenotravel_pfile7,False,False
6.410124778747559,"grid_(5, 6, 7)",True,False
28.236738681793213,"grid_(5, 6, 7)",False,False
142.84805917739868,zenotravel_sl_pfile20,True,True
187.43579077720642,zenotravel_sl_pfile20,False,True
1938.0824575424194,"grid_(8, 7, 10)",True,True
1981.145406961441,"grid_(8, 7, 10)",False,True
1.2388479709625244,"grid_(3, 5, 3)",True,False
3.2798681259155273,"grid_(3, 5, 3)",False,False
2.6823768615722656,blocksworld_9-2,True,False
-,blocksworld_9-2,False,False
142.95760130882263,zenotravel_pfile20,True,False
185.95353293418884,zenotravel_pfile20,False,False
-,zenotravel_sl_pfile8,True,True
3.296081781387329,zenotravel_sl_pfile8,False,True
1822.8783543109894,"grid_(5, 6, 7)",True,True
1867.217179775238,"grid_(5, 6, 7)",False,True
2.595418691635132,blocksworld_9-1,True,False
-,blocksworld_9-1,False,False
1.974024772644043,"grid_(8, 3, 3)",True,False
11.63245153427124,"grid_(8, 3, 3)",False,False
1911.7942552566528,"grid_(7, 8, 9)",True,True
1953.917980670929,"grid_(7, 8, 9)",False,True
0.6443753242492676,"grid_(2, 3, 2)",True,True
0.8746943473815918,"grid_(2, 3, 2)",False,True
22.165392637252808,zenotravel_pfile15,True,False
38.21943497657776,zenotravel_pfile15,False,False
0.9195671081542969,zenotravel_pfile5,True,False
1.5992913246154785,zenotravel_pfile5,False,False
0.9344239234924316,"grid_(8, 2, 2)",True,False
1.7829971313476562,"grid_(8, 2, 2)",False,False
2.9844062328338623,blocksworld_10-2,True,False
-,blocksworld_10-2,False,False
15.507763624191284,"grid_(5, 8, 8)",True,False
44.14247751235962,"grid_(5, 8, 8)",False,False
0.7582125663757324,zenotravel_pfile4,True,False
1.2079291343688965,zenotravel_pfile4,False,False
2.5878560543060303,zenotravel_pfile12,True,False
4.291787385940552,zenotravel_pfile12,False,False
2.5437052249908447,blocksworld_10-0,True,False
-,blocksworld_10-0,False,False
31.276566982269287,zenotravel_pfile16,True,False
43.653897762298584,zenotravel_pfile16,False,False
10.117484331130981,"grid_(6, 6, 8)",True,False
38.322484254837036,"grid_(6, 6, 8)",False,False
326.0541744232178,zenotravel_pfile23,True,False
510.5691616535187,zenotravel_pfile23,False,False
4.900019407272339,blocksworld_13-0,True,False
-,blocksworld_13-0,False,False
3.589747190475464,blocksworld_11-2,True,False
-,blocksworld_11-2,False,False
4.371792316436768,blocksworld_12-0,True,False
-,blocksworld_12-0,False,False
0.9331064224243164,zenotravel_pfile6,True,False
1.5709896087646484,zenotravel_pfile6,False,False
0.9308018684387207,zenotravel_sl_pfile5,True,True
1.6246747970581055,zenotravel_sl_pfile5,False,True
67.45078611373901,zenotravel_pfile18,True,False
75.64862370491028,zenotravel_pfile18,False,False
53.697911739349365,zenotravel_pfile17,True,False
59.55768013000488,zenotravel_pfile17,False,False
13.036618947982788,"grid_(6, 7, 8)",True,False
24.49735736846924,"grid_(6, 7, 8)",False,False
68.2702751159668,zenotravel_sl_pfile18,True,True
76.16891813278198,zenotravel_sl_pfile18,False,True
1808.5356426239014,"grid_(4, 5, 6)",True,True
1842.0822384357452,"grid_(4, 5, 6)",False,True
3.311492919921875,"grid_(4, 5, 6)",True,False
7.340461730957031,"grid_(4, 5, 6)",False,False
247.21832537651062,zenotravel_sl_pfile22,True,True
501.18518829345703,zenotravel_sl_pfile22,False,True
1852.5470457077026,"grid_(6, 7, 8)",True,True
1887.0788474082947,"grid_(6, 7, 8)",False,True
