case_id,domain,instance,has_social_law,verifier,status,planner_status,single_agent_statuses,elapsed_seconds,source_problem_name,compiled_problem_name,warnings,log_file
numeric_zenotravel__pfile1__without_sl,numeric_zenotravel,pfile1.json,False,simple,UNKNOWN,INTERNAL_ERROR,plane1:SOLVED_SATISFICING;plane2:SOLVED_SATISFICING,110.529,zenotravel_/home/ym/Documents/GitHub/up_social_laws_experimentation/experimentation/instances/numeric_zenotravel/pfile1_NUM_STRIPS,snrbv_zenotravel_/home/ym/Documents/GitHub/up_social_laws_experimentation/experimentation/instances/numeric_zenotravel/pfile1_NUM_STRIPS,Compiled robustness problem returned INTERNAL_ERROR.,/home/ym/Documents/GitHub/up_social_laws_experimentation/experimentation/runs/run_20260427_170331/logs/simple__numeric_zenotravel__pfile1__without_sl.log
