time,name,has_social_law,result
2.4539120197296143,expedition_pfile1,False,SocialLawRobustnessStatus.NON_ROBUST_MULTI_AGENT_FAIL
72.88548922538757,expedition_pfile2,False,SocialLawRobustnessStatus.NON_ROBUST_MULTI_AGENT_FAIL
1237.1645085811615,expedition_pfile3,False,SocialLawRobustnessStatus.UNKNOWN
1290.608760356903,expedition_pfile4,False,SocialLawRobustnessStatus.UNKNOWN
557.9477999210358,expedition_pfile5,False,SocialLawRobustnessStatus.NON_ROBUST_SINGLE_AGENT
575.3981425762177,expedition_pfile6,False,SocialLawRobustnessStatus.NON_ROBUST_SINGLE_AGENT
5.782710552215576,expedition_pfile7,False,SocialLawRobustnessStatus.NON_ROBUST_MULTI_AGENT_FAIL
570.7391176223755,expedition_pfile8,False,SocialLawRobustnessStatus.NON_ROBUST_SINGLE_AGENT
609.0397484302521,expedition_pfile9,False,SocialLawRobustnessStatus.NON_ROBUST_SINGLE_AGENT
13.649986743927002,expedition_pfile10,False,SocialLawRobustnessStatus.NON_ROBUST_MULTI_AGENT_FAIL
645.9369473457336,expedition_pfile11,False,SocialLawRobustnessStatus.NON_ROBUST_SINGLE_AGENT
663.294186592102,expedition_pfile12,False,SocialLawRobustnessStatus.NON_ROBUST_SINGLE_AGENT
1438.1048331260681,expedition_pfile13,False,SocialLawRobustnessStatus.UNKNOWN
1265.3153793811798,expedition_pfile14,False,SocialLawRobustnessStatus.UNKNOWN
530.0966639518738,expedition_pfile15,False,SocialLawRobustnessStatus.NON_ROBUST_SINGLE_AGENT
571.2129616737366,expedition_pfile16,False,SocialLawRobustnessStatus.NON_ROBUST_SINGLE_AGENT
573.292204618454,expedition_pfile17,False,SocialLawRobustnessStatus.NON_ROBUST_SINGLE_AGENT
589.4604835510254,expedition_pfile18,False,SocialLawRobustnessStatus.NON_ROBUST_SINGLE_AGENT
641.8240835666656,expedition_pfile19,False,SocialLawRobustnessStatus.NON_ROBUST_SINGLE_AGENT
673.4729764461517,expedition_pfile20,False,SocialLawRobustnessStatus.NON_ROBUST_SINGLE_AGENT
