case_id,domain,instance,has_social_law,verifier,status,planner_status,single_agent_statuses,elapsed_seconds,source_problem_name,compiled_problem_name,warnings,log_file
numeric_markettrader__pfile1__without_sl,numeric_markettrader,pfile1.json,False,general,NON_ROBUST_MULTI_AGENT_FAIL,SOLVED_SATISFICING,camel0:SOLVED_SATISFICING;camel1:SOLVED_SATISFICING,1.804,market_trader_/home/ym/Documents/GitHub/up_social_laws_experimentation/experimentation/instances/numeric_markettrader/pfile1,wrbv_market_trader_/home/ym/Documents/GitHub/up_social_laws_experimentation/experimentation/instances/numeric_markettrader/pfile1,,/home/ym/Documents/GitHub/up_social_laws_experimentation/experimentation/runs/run_20260423_164725/logs/general__numeric_markettrader__pfile1__without_sl.log
